Plot,TreeID,TreeID_new,Species,Sector ,DBH_u_92,DBH_u_94,DBH_u_97,FOUND_09,Tag_hgt,DBH_Tag_Hgt_09,DBH_BH_09,DBH_Corr_Factor,DBH_c_92_live,DBH_c_94_live,DBH_c_97_live,DBH_09_live,DBH_19_live,DBH_92_dead,DBH_94_dead,DBH_97_dead,DBH_09_dead,DBH_19_dead,,HGT_92,HGT_94,HGT_97,HGT_19,COMMENTS_1992,COMMENTS_1994,COMMENTS_1997,COMMENTS_2009,COMMENTS_2019_May,COMMENTS_2019_Oct,Comments_2020_data,Conk,Blind_Conk,Scar,Fork_Crook,Frost_Crack,Mistletoe,R_Branch,DB_Top,Crown_Class,L_Crown
18,178,342,Sx,3,27.9,,,Y,1.3,32.8,32.8,1,27.9,,,32.8,35.9,,,,,,,22.6,,,21.8,,,,Live,,,,,,,,,,,,,
18,180,344,Bl,3,13.7,,,Y,1.05,18.7,18.5,0.989304813,13.55347594,,,18.5,21.7,,,,,,,,,,19.7,,,,Live,,,,,,,,,,,,,
18,183,347,Sx,3,17.3,,,Y,1.05,22.5,22,0.977777778,16.91555556,,,22,26.4,,,,,,,14.2,,,18,,,,Live,,,,,,,,,,,,,
18,184,346,Sx,3,34.9,,,Y,1.3,41.2,41.2,1,34.9,,,41.2,41.8,,,,,,,23.7,,,14.1,,,,Live,,broken top,,,,,,,,,,,
18,185,,Bl,3,5.2,,,Y,1.13,7,7,1,,,,,8.4,,,,,,,4.5,,,6.3,,,,Live,,,,,,,,,,,,,
18,186,345,Bl,3,14.1,,,Y,1.1,19.7,19.5,0.989847716,13.95685279,,,19.5,24.4,,,,,,,,,,17.5,,,,Live,,,,,,,,,,,,,
18,188,,Fd,3,85.8,,,Y,1.3,89,89,1,85.8,,,89,,,,,,89,,33.8,,,,,,,Live,dead/broken at 12 m,,,,,,,,,,,,
18,190,349,Bl,3,24,,,Y,1.2,32,31.8,0.99375,23.85,,,31.8,36.6,,,,,,,,,,20.1,,,,Live,,,,,,,,,,,,,
18,202,352,Bl,4,14.3,,,Y,1.53,20,20.1,1.005,14.3715,,,20.1,23.9,,,,,,,,,,20.3,,,,Live,,,,,,,,,,,,,
18,206,351,Bl,4,17,,,Y,1.66,23.6,24,1.016949153,17.28813559,,,24,28,,,,,,,,,,20.7,,,,Live,,,,,,,,,,,,,
18,209,350,Bl,4,11.8,,,Y,1.41,24,24.3,1.0125,11.9475,,,24.3,31,,,,,,,,,,19.6,,,,Live,,,,,,,,,,,,,
18,210,353,Bl,4,11.9,,,Y,1.5,22.3,22.5,1.00896861,12.00672646,,,22.5,27.7,,,,,,,,,,20.2,,,,Live,,,,,,,,,,,,,
18,,854,Sx,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
19,421,,Bl,1,8.1,,,Y,1.4,9.5,9.6,1.010526316,8.185263158,,,9.6,10,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,422,,Bl,1,10.1,,,Y,1.71,14.7,14.9,1.013605442,10.23741497,,,14.9,16.5,,,,,,,,,,15.9,,,,Live,,,,,,,,,,,,,
19,423,,Bl,1,6,,,Y,1.92,7.6,8.9,1.171052632,,,,8.9,10.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,424,,Bl,1,7.4,,,Y,1.53,8.1,8.3,1.024691358,7.582716049,,,8.3,8.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,426,,Bl,1,19.2,,,Y,1.4,26,26.4,1.015384615,19.49538462,,,26.4,28.8,,,,,,,16.2,,,18.6,,,,Live,,,,,,,,,,,,,
19,427,,Bl,1,5.1,,,Y,1.79,9.7,9.7,1,,,,9.7,12.7,,,,,,,,,,,,,,Live - Scar at DBH,,,,,,,,,,,,,
19,428,381,Bl,1,11.4,,,Y,1.3,17.9,17.9,1,11.4,,,17.9,20.6,,,,,,,,,,15.1,,,,Live,,,,,,,,,,,,,
19,431,384,Bl,1,15.6,,,Y,1.39,24.4,24.8,1.016393443,15.8557377,,,24.8,29.5,,,,,,,,,,22,,,,Live,,,,,,,,,,,,,
19,435,,Bl,1,6.3,,,Y,1.78,8.4,8.8,1.047619048,,,,8.8,9.8,,,,,,,,,,,,,,Live - Dead Top,,,,,,,,,,,,,
19,436,382,Bl,1,16,,,Y,1.21,24.74,24.4,0.986257074,15.78011318,,,24.4,28.4,,,,,,,,,,19.8,,,,Live,,,,,,,,,,,,,
19,437,389,Bl,1,9.8,,,Y,1.43,15.2,15.2,1,9.8,,,15.2,17.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,438,,Bl,1,12.7,,,Y,1.46,15.6,15.6,1,12.7,,,15.6,17.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,439,,Bl,1,14.8,,,Y,1.51,18.5,18.8,1.016216216,15.04,,,18.8,19.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,440,,Bl,1,12.2,,,Y,1.4,14.1,14.1,1,12.2,,,14.1,14.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,441,383,Bl,1,12,,,Y,1.56,18.3,18.7,1.021857923,12.26229508,,,18.7,22,,,,,,,,,,18.5,,,,Live,,,,,,,,,,,,,
19,443,,Bl,1,9.2,,,Y,1.6,13.8,14.4,1.043478261,9.6,,,14.4,16.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,444,385,Bl,1,18.2,,,Y,1.3,28.9,28.9,1,18.2,,,28.9,32.4,,,,,,,,,,23.4,,,,Live,,,,,,,,,,,,,
19,445,386,Bl,1,13,,,Y,1.38,22.9,23.1,1.008733624,13.11353712,,,23.1,27,,,,,,,,,,21.2,,,,Live,,,,,,,,,,,,,
19,446,,Bl,1,10.1,,,Y,0.96,11.5,11.6,1.008695652,10.18782609,,,11.6,11.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,447,,Bl,1,9.5,,,Y,1.3,14.5,14.5,1,9.5,,,14.5,15,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,448,,Bl,1,8.7,,,Y,1.3,10.4,10.4,1,8.7,,,10.4,10.7,,,,,,,,,,9.5,,,,Live,,,,,,,,,,,,,
19,452,388,Bl,1,16.2,,,Y,1.24,28.7,28.6,0.996515679,16.14355401,,,28.6,32.4,,,,,,,,,,20.5,,,,Live,,,,,,,,,,,,,
19,454,,Bl,1,7.9,,,Y,1.49,9.1,9.2,1.010989011,7.986813187,,,9.2,9.3,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,449,,Bl,2,7.9,,,Y,1.47,11.2,11.2,1,7.9,,,11.2,12.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,453,,Bl,2,7.3,,,Y,1.48,9.1,9.3,1.021978022,7.46043956,,,9.3,9.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,455,390,Bl,2,21.9,,,Y,1.3,30.7,30.7,1,21.9,,,30.7,33.9,,,,,,,18.6,,,21.6,,,,Live,,,,,,,,,,,,,
19,456,391,Bl,2,21.2,,,Y,1.41,29.2,29.9,1.023972603,21.70821918,,,29.9,33,,,,,,,,,,21.3,,,,Live - Scar just below DBH,,scar in 1,,,,,,,,,,,
19,457,,Bl,2,6.6,,,Y,1.5,8.9,9.1,1.02247191,,,,9.1,9.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,458,387,Bl,2,13.5,,,Y,1.23,21.2,21.2,1,13.5,,,21.2,24.3,,,,,,,,,,20.9,,,,Live,,,,,,,,,,,,,
19,459,,Bl,2,9.5,,,Y,1.51,13.5,13.8,1.022222222,9.711111111,,,13.8,14.6,,,,,,,9,,,,,,,Live,,,,,,,,,,,,,
19,460,394,Bl,2,8,,,Y,1.51,15.3,15.8,1.032679739,8.261437908,,,15.8,19.9,,,,,,,,,,17.7,,,,Live,,,,,,,,,,,,,
19,461,,Bl,2,9.9,,,Y,1.57,15.1,15.4,1.01986755,10.09668874,,,15.4,16.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,462,,Bl,2,6,,,Y,1.61,9.5,9.7,1.021052632,,,,9.7,12,,,,,,,,,,11.7,,,,Live,,,,,,,,,,,,,
19,464,393,Bl,2,14.4,,,Y,1.37,22.9,22.5,0.982532751,14.14847162,,,22.5,25.6,,,,,,,,,,20.8,,,,Live,,,,,,,,,,,,,
19,465,392,Bl,2,14.2,,,Y,1.3,20,20,1,14.2,,,20,22.1,,,,,,,,,,16.4,,,,Live,,,,,,,,,,,,,
19,470,,Bl,2,7.5,,,Y,1.56,11,11,1,7.5,,,11,12.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,138,395,Bl,3,8.3,,,Y,1.47,15.2,15.3,1.006578947,8.354605263,,,15.3,18.3,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,140,399,Bl,3,13.9,,,Y,1.3,21.2,21.2,1,13.9,,,21.2,24,,,,,,,,,,18.3,,,,Live,,,,,,,,,,,,,
19,141,396,Bl,3,13.8,,,Y,1.3,21.1,21.1,1,13.8,,,21.1,23.6,,,,,,,,,,18.3,,,,Live,,,,,,,,,,,,,
19,142,397,Bl,3,11.2,,,Y,1.18,15.2,15.1,0.993421053,11.12631579,,,15.1,16.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,143,,Bl,3,10.5,,,Y,0.95,13.7,13.4,0.97810219,10.27007299,,,13.4,15,,,,,,,,,,13.4,,,,Live,,,,,,,,,,,,,
19,144,,Bl,3,9.9,,,Y,1.174,11.6,11.5,0.99137931,9.814655172,,,11.5,11.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,145,,Bl,3,12.6,,,Y,1.18,17,16.8,0.988235294,12.45176471,,,16.8,18.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,147,398,Bl,3,14,,,Y,1.3,19,19,1,14,,,19,21.4,,,,,,,,,,17.2,,,,Live,,,,,,,,,,,,,
19,149,,Bl,3,10,,,Y,1.23,13.3,13.2,0.992481203,9.92481203,,,13.2,14.4,,,,,,,,,,15.6,,,,Live,,,,,,,,,,,,,
19,150,,Bl,3,10.1,,,Y,1.24,12.6,12.7,1.007936508,10.18015873,,,12.7,14.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,151,,Bl,3,13.7,,,Y,1.3,16.7,16.7,1,13.7,,,16.7,19.4,,,,,,,8.1,,,,,,,Live,,,,,,,,,,,,,
19,152,247,Bl,3,19.6,,,Y,0.97,32.3,31.3,0.969040248,18.99318885,,,31.3,35.3,,,,,,,,,,20.1,,,,Live,,,,,,,,,,,,,
19,153,,Bl,3,7.7,,,Y,1.3,8.5,8.5,1,7.7,,,8.5,8.8,,,,,,,,,,,,,,Live - Scar at tag,,,,,,,,,,,,,
19,154,400,Bl,3,15.1,,,Y,1.41,21.8,22.5,1.032110092,15.58486239,,,22.5,26.4,,,,,,,,,,17.8,,,,Live,,,,,,,,,,,,,
19,155,,Bl,3,13.1,,,Y,1.21,17.8,17.7,0.994382022,13.02640449,,,17.7,19.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,156,,Bl,3,8.2,,,Y,1.3,9.9,9.9,1,8.2,,,9.9,10,,,,,10,,,,,,,,,Live,red dead 2019,,,,,,,,,,,,
19,157,248,Bl,3,13.6,,,Y,1.4,22,22.1,1.004545455,13.66181818,,,22.1,25.2,,,,,,,,,,20.5,,,,Live,,,,,,,,,,,,,
19,158,,Bl,4,7.7,,,Y,1.58,9.4,9.9,1.053191489,8.109574468,,,9.9,10.4,,,,,,,,,,6,,,,Live,,,,,,,,,,,,,
19,159,251,Bl,4,8.3,,,Y,1.3,15.1,15.1,1,8.3,,,15.1,19,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,160,249,Bl,4,13,,,Y,1.17,20.4,20.3,0.995098039,12.93627451,,,20.3,24.2,,,,,,,,,,17.5,,,,Live,,,,,,,,,,,,,
19,161,,Bl,4,10.2,,,Y,1.05,14.1,14,0.992907801,10.12765957,,,14,15.1,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,162,250,Bl,4,10.8,,,Y,1.05,16,15.7,0.98125,10.5975,,,15.7,18.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
19,164,,Bl,4,5,,,Y,1.22,9.2,9.2,1,,,,9.2,12,,,,,,,4.7,,,10,,,,Live,,,,,,,,,,,,,
19,165,252,Bl,4,16.2,,,Y,1.42,28.3,28.7,1.014134276,16.42897527,,,28.7,32.9,,,,,,,,,,19.7,,,,Live,,,,,,,,,,,,,
19,167,,Bl,4,6.5,,,Y,1.2,9.4,9.3,0.989361702,,,,9.3,11.2,,,,,,,,,,12.2,,,,Live,,,,,,,,,,,,,
19,,853,Bl,,,,,,,,,,,,,,9.7,,,,,,,,,,9.2,,,,,,ADDED OCT 2019,,,,,,,,,,,
20,73,,Bl,1,7.5,7.6,8,Y,1.3,10,10,1,7.5,7.6,8,10,,,,,,10,,,,,,natural,,tag at 1.1m,Live,dead down,,,,,,,,,,,,3
20,74,,Bl,1,11.2,11.2,11.6,Y,0.97,14,13.9,0.992857143,11.12,11.12,11.51714286,13.9,15.4,,,,,,,,,,,,,tag at .96m,Live,,,,,,,3,,,,,,6
20,77,,Bl,1,9.8,10.2,11.2,Y,1.3,13.4,13.4,1,9.8,10.2,11.2,13.4,14.6,,,,,,,7.4,7.8,8.6,12.3,,,tag at 1.2m,Live,,,,,,,,,,,,,5
20,78,,Bl,1,13.5,13.7,14,Y,1.03,15.4,15.3,0.993506494,13.41233766,13.61103896,13.90909091,15.3,16.3,,,,,,,,,,,,,tag at 1.0m,Live,,,,,,,,,,,,,5
20,79,356,Bl,1,13.2,14,15.2,Y,1.23,19.8,19.5,0.984848485,13,13.78787879,14.96969697,19.5,23,,,,,,,,,,18,,,,Live,,,,,,,,,,,,,7
20,80,,Bl,1,8.6,8.9,9.5,Y,1.3,11.3,11.3,1,8.6,8.9,9.5,11.3,12.8,,,,,,,,,,13.2,Sweep,,,Live,,,,,,,3,,,,,,4
20,81,,Bl,1,15.3,15.5,15.9,Y,1.23,16.7,16.7,1,15.3,15.5,15.9,16.7,16.7,,,,,16.7,,,,14.4,,,,tag at 1.2m ,Live,poor vigor,standing dead,,,,,,,,,,,4
20,82,,Bl,1,8.3,8.3,8.9,N,,,,,8.3,8.3,8.9,,,,,,8.9,,,,,,,,,"leaning at 70 degrees, toppled",Missing,Missing (2009),,,,,,3,,,,,,4
20,83,,Bl,1,11.2,11.3,11.8,Y,1.16,14.3,14.4,1.006993007,11.27832168,11.37902098,11.88251748,14.4,16.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,3
20,84,,Bl,1,13.8,13.8,14,Y,,,,,13.8,13.8,14,,,,,,14,,,,,,,,,,Standing - Snapped,Standing snag (2009),,,,,,,,,,,,3
20,85,357,Bl,1,16,16.6,17.3,Y,1.07,21,21,1,16,16.6,17.3,21,25.2,,,,,,,,,,19.5,,,,Live,,,,,,,,,,,,,6
20,86,,Bl,1,14.8,15.3,16.1,Y,1.15,19.5,19.5,1,14.8,15.3,16.1,19.5,22.1,,,,,,,,,,17.6,Spike3,,tag at 1.1m,Live,live/broken top,,,,,,3,,,,,,5
20,87,,Bl,1,6.9,7.2,7.5,Y,1.3,8,8,1,,,7.5,8,8.2,,,,,,,,,,,,,,Live,live/broken top,,,,,,,,,,,,5
20,88,,Bl,1,7.5,7.6,8.3,Y,1.4,11.3,11.4,1.008849558,7.566371681,7.667256637,8.373451327,11.4,12.6,,,,,,,,,,,,,tag at 1.4m,Live,,,,,,,2,,,,2,,7
20,89,,Bl,1,5.1,5.1,5.6,Y,1.45,7.8,8,1.025641026,,,,8,9.4,,,,,,,,,,,,,,Live,,,,,,,,,,,3,,6
20,91,,Bl,1,7.8,7.9,8.3,Y,1.3,9.3,9.3,1,7.8,7.9,8.3,9.3,9.8,,,,,,,,,,,,,,Live,,,,,,,3,,,,,,4
20,92,358,Sx,1,20.3,21.3,23.9,Y,1.3,29.1,29.1,1,20.3,21.3,23.9,29.1,32.7,,,,,,,17.8,17.5,17.9,21.2,,,,Live,,,,,,,,,,,,,6
20,94,360,Bl,1,14.8,16.2,17.5,Y,1.15,21.9,21.4,0.97716895,14.46210046,15.83013699,17.10045662,21.4,23.3,,,,,,,,,,19.5,,,tag at 1.1m,Live,,,NO DATA AVAILABLE FOR 1994 (SG). DBH value for period estimated from earlier and later measurement values. (MJ),,,,,,,,,,6
20,95,361,Bl,1,28,28.8,30.2,Y,1.08,33.9,32.5,0.958702065,26.84365782,27.61061947,28.95280236,32.5,34.5,,,,,,,,,,24.5,Natural,,tag at 1.0m,Live,,,,,,,,,,,,,6
20,99,,Bl,1,18.2,18.5,19.2,Y,1.15,20.5,20.6,1.004878049,18.28878049,18.5902439,19.29365854,20.6,21.4,,,,,,,,,,15,,,,Live,,,,,,1,,,,,,,5
20,100,,Bl,2,17.3,17.6,18.2,Y,1.14,20.5,19.6,0.956097561,16.5404878,16.82731707,17.40097561,19.6,21.1,,,,,,,,,,17.3,,,tag at 1.2,Live,,,,,,,3,,,,,,6
20,401,,Bl,2,18.2,21.1,21.9,Y,1.12,24.7,24.6,0.995951417,18.12631579,21.0145749,21.81133603,24.6,26.8,,,,,,,,,,21.3,Natural; old scar,,dead,Live - Not Dead,,,,,,,2,,,,,,6
20,402,,Bl,2,7.6,8.1,8.3,Y,1.38,9.8,9.8,1,7.6,8.1,8.3,9.8,,,,,,10,,,,,,Lean,,,Live,dead stand 2019,,,,,,3,,,,,,5
20,403,,Bl,2,14.3,14.7,,Y,,,,,14.3,14.7,,,,,,15.1,,,,,,,,,,"snapped at 6.0m, red 1996",Dead,standing snag 2019,,,,,,,,,,,,6
20,404,849,Bl,2,5.2,5.4,5.6,Y,1.3,6.8,6.8,1,,,,,7.5,,,,,,,,,,6.4,,,,Live,,,,,,,,,,,3,,5
20,405,,Bl,2,8.1,8.4,9,Y,1.11,11.9,11.9,1,8.1,8.4,9,11.9,14.1,,,,,,,7.4,8,8.3,12.3,,,,Live - Needles Red at Branch Tips,,,,,,,,,,,,,7
20,406,,Bl,2,20.6,25.2,26.1,Y,1.23,28.1,28.1,1,20.6,25.2,26.1,28.1,29.2,,,,,,,,,,22.5,LS -1,,,Live,,bark damage @ 0.5 m,,,,,,,,,,,6
20,409,,Bl,2,9,9.4,9.5,Y,1.3,10.6,10.6,1,9,9.4,9.5,10.6,11.4,,,,,,,,,,,Spike3,,,Live - Top Broken,,,,,,,3,,,,,,3
20,410,362,Bl,2,17.4,18,19.3,Y,1.07,25.9,25,0.965250965,16.7953668,17.37451737,18.62934363,25,29.5,,,,,,,,,17.6,20.6,,,"tag at 1.0, new measure",Live,,,,,,,,,,,,,5
20,411,,Bl,2,7.7,7.5,7.7,Y,1.4,7.8,8.1,1.038461538,7.996153846,7.788461538,7.996153846,8.1,8.1,,,,,8.1,,,,,,,,,Live,,dead,,,,,3,,,,,,5
20,415,,Bl,2,21.2,21.8,22.5,Y,1.21,24.9,24.9,1,21.2,21.8,22.5,24.9,26.5,,,,,,,,,,19.3,,,tag at 1.2,Live,,,,,,,,,,,,,7
20,417,,Bl,2,9.8,10.2,10.5,Y,1.24,12,12,1,9.8,10.2,10.5,12,13,,,,,,,,,,,,,,Live,"live, dead top",,,,,,,,,,,,8
20,102,363,Sx,3,42.4,43,44,Y,1.3,48,48,1,42.4,43,44,48,51.2,,,,,,,,,,31.5,,,,Live,,,,,,,,,,,,,8
20,103,364,Bl,3,19.6,20.7,22.1,Y,1.3,24.3,24.3,1,19.6,20.7,22.1,24.3,25.4,,,,,,,,,,19.6,,,,Live,,,,,,,2,,,,,,8
20,104,365,Bl,3,14.8,15.2,15.8,Y,1.22,18,17.5,0.972222222,14.38888889,14.77777778,15.36111111,17.5,18.8,,,,,,,,,,,,,tag at 1.2m,Live,,,,,,,,,,,,,6
20,105,,Bl,3,11.7,12.1,12.6,Y,1.3,14.5,14.5,1,11.7,12.1,12.6,14.5,15.4,,,,,,,,,,,,,,Live,,,,,,,,,,,,,8
20,107,,Bl,3,12.6,13.3,13.8,Y,1.11,16.3,16.3,1,12.6,13.3,13.8,16.3,17.8,,,,,,,,,,14.8,,,dbh 5 cm above nail,Live,,,,,,,,,,,,,7
20,110,,Bl,3,10.4,10.4,10.7,Y,1.04,12.3,12,0.975609756,10.14634146,10.14634146,10.43902439,12,12.6,,,,,12.6,,,,,,,,,Live,dead stand,,,,,1,3,,,,,,6
20,113,367,Bl,3,8.2,8.7,9.4,Y,1.1,12,12,1,8.2,8.7,9.4,12,13.4,,,,,,,,,,,,,tag at 1.1m,Live,,,,,,,3,,,,,,7
20,115,368,Bl,3,5.3,6,6.9,Y,1.3,9.4,9.4,1,,,,9.4,11.2,,,,,,,,,,7.8,,,,Live,,,,,,,3,,,,,,8
20,116,366,Bl,3,12.3,12.9,13.6,Y,1.15,16,15.8,0.9875,12.14625,12.73875,13.43,15.8,17.7,,,,,,,,,,,Spike1,,,Live,,,,,,,,,,,,,7
20,117,,Bl,3,10.7,11,11.8,Y,1.36,14.1,14.1,1,10.7,11,11.8,14.1,16.8,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
20,119,369,Bl,3,14,15,16.8,Y,1.14,20.1,20,0.995024876,13.93034826,14.92537313,16.71641791,20,21.5,,,,,,,,,,16.5,,,,Live,,,,,,1,,,,,,,8
20,120,370,Bl,3,18.8,19,19.7,Y,1.3,21.8,21.8,1,18.8,19,19.7,21.8,23.7,,,,,,,,,,13.3,,,,Live,,,,,,,,,,,,,8
20,121,,Sx,3,41,41.3,41.8,Y,1.4,44,44,1,41,41.3,41.8,44,44.9,,,,,,,30.5,30.6,30.8,29.5,,,,Live,,,,,,,,,,,,,7
20,122,371,Bl,3,24.3,25.9,27.5,Y,1.3,32.5,32.5,1,24.3,25.9,27.5,32.5,35.3,,,,,,,,,,16.5,,,,Live,,,,,,,1,,,,,,8
20,123,,Bl,3,8.1,8.4,9.2,Y,1.47,12,12.1,1.008333333,8.1675,8.47,9.276666667,12.1,13.8,,,,,,,5.8,6.5,7,,Spike1,,,Live,,,,,,1,4,,,,,,8
20,124,372,Bl,3,15.2,17.4,19.5,Y,1.3,26.3,26.3,1,15.2,17.4,19.5,26.3,31.1,,,,,,,,,,18.5,"LG, LS -1",,,Live,,,,,,1,3,,,,,,9
20,125,,Bl,4,5.3,8.7,9.1,Y,1.3,11,11,1,,8.7,9.1,11,12.4,,,,,,,,,,,Natural,,,Live,live but severe sweep,,,,,,3,,,,,,6
20,126,373,Bl,4,12.3,15.8,16.8,Y,1.2,20.4,20.1,0.985294118,12.11911765,15.56764706,16.55294118,20.1,22.7,,,,,,,,,,18.2,Spike1,,tag at 1.6m,Live,,,,,,,1,,,,,,8
20,127,374,Bl,4,13.2,14.5,15.4,Y,1.3,18.3,18.3,1,13.2,14.5,15.4,18.3,21,,,,,,,,,,16.6,,,tag at 1.4,Live,,,,,,,,,,,,,8
20,129,375,Bl,4,16.8,18,19.4,Y,1.18,23.6,23.2,0.983050847,16.51525424,17.69491525,19.07118644,23.2,25.5,,,,,,,,,,18.2,Spike1,,tag at 1.1m,Live,,,,,,1,,,,,,,8
20,130,376,Sx,4,48.2,50.6,51.8,Y,1.3,56,56,1,48.2,50.6,51.8,56,59.4,,,,,,,31,30.6,,31.9,,,,Live,,,,,,,,,,,,,6
20,131,377,Bl,4,19.7,21.5,22,Y,1.15,26,25.5,0.980769231,19.32115385,21.08653846,21.57692308,25.5,28.3,,,,,,,,,,19.9,Spike1,,,Live,,,,,,,,,,,,,7
20,132,378,Bl,4,14.7,16,17.3,Y,1.3,23.1,23.1,1,14.7,16,17.3,23.1,26.5,,,,,,,,,,15.8,Spike1,,tag at 1.1m,Live,,,NO DATA AVAILABLE FOR 1994 (SG). DBH value for period estimated from earlier and later measurement values. (MJ),,,,4,,,,,,7
20,133,,Bl,4,6.6,7.3,7.9,Y,1.3,8.9,8.9,1,,,7.9,8.9,9.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,,7
20,134,,Bl,4,10.4,11.3,12.1,Y,1.3,14.6,14.6,1,10.4,11.3,12.1,14.6,16.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,8
20,135,379,Bl,4,11.7,12.8,13.9,Y,1.3,18,18,1,11.7,12.8,13.9,18,21.3,,,,,,,,,,16.5,,,,Live,,,,,,,,,,,,,7
20,137,380,Bl,4,13.3,14.1,15.1,Y,1.22,18.4,18.6,1.010869565,13.44456522,14.25326087,15.26413043,18.6,20.8,,,,,,,,,,19.2,,,,Live - Red needles at branch tips,,,,,,,,,,,,,8
20,,850,Sx,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
20,,851,Bl,,,,,,,,,,,,,,8.1,,,,,,,,,,7.2,,,,,,ADDED OCT 2019,,,,,,,,,,,
20,,852,Sx,,,,,,,,,,,,,,10,,,,,,,,,,9.7,,,,,,ADDED OCT 2019,,,,,,,,,,,
24,901,75,Sx,1,20.3,23.4,27,Y,1.3,37.7,37.7,1,20.3,23.4,27,37.7,44.3,,,,,,,11.3,13.7,15.1,22.8,Natural,,,Live - Tag grown over,,,,,,,,,,,,,7
24,902,76,Bl,1,35.9,35.3,37.5,Y,1.3,43,43,1,35.9,35.3,37.5,43,45.5,,,,,,,18.2,19.8,21.1,22.3,,,,Live - Growing on Rock,,,,,,,,,,,,,8
24,903,77,Bl,1,11.6,12.3,13.3,Y,1.4,17.4,17.8,1.022988506,11.86666667,12.58275862,13.60574713,17.8,21.7,,,,,,,9.2,9.9,10.6,13.9,,,,Live - sweep,,,,,,,3,,,,,,4
24,904,78,Sx,1,4,4.8,6.9,Y,1.1,14.5,14,0.965517241,,,,14,17.2,,,,,,,,,,,,,tag at 1.1m,Live,top swapped at 4.5 m,,,,,,3,,,,,,3
24,905,79,Sx,1,5,6.2,7.9,Y,1.3,12.5,12.5,1,,,7.9,12.5,13.8,,,,,,,,,,,Lean,Lean,,Live,,,,,,,5,,,,,,6
24,906,80,Sx,1,4.2,5.6,7.2,Y,1.22,13.3,13.2,0.992481203,,,,13.2,18.8,,,,,,,4.2,4.8,5,15.6,Lean,Lean,,Live,,,,,,,,,,,,,6
24,910,94,Bl,1,11.6,14.7,15.8,Y,1.08,19.4,18.9,0.974226804,11.30103093,14.32113402,15.39278351,18.9,19.6,,,,,,,12.5,13.5,14.4,10,,,tag at 1.1m,Live - Top broken at approx 20 m,,,,,,,,,,,,,6
24,908,95,Sx,2,6.1,7.4,9.3,Y,1.1,18.4,18.1,0.983695652,,,9.148369565,18.1,27.9,,,,,,,3.6,3.9,4.7,12.7,Natural; HLB; lean,,tag at 1.1m,"Live - Surrounded by squirrel midden, DBH measured 20 cm above tag","some uncertainty, old faded paint",,,,,,3,,,,,,7
24,909,87,Bl,2,7,7.4,9,Y,1.12,17.6,17.9,1.017045455,,7.526136364,9.153409091,17.9,26.9,,,,,,,,,,15,,,,Live - Big Scar,,,,,,7,,,,,,,6
24,913,90,Bl,3,4,5.5,7.9,Y,1.3,18,18,1,,,7.9,18,26.9,,,,,,,,,,17,Lean,,,Live,,,,,,,,,,,,,8
24,914,91,Sx,4,22.2,24.4,28.8,Y,1.1,41,39.5,0.963414634,21.38780488,23.50731707,27.74634146,39.5,48,,,,,,,13.6,15.2,16.6,24.5,Natural,Wrong species in first measurement,tag at 1.1m,"Live - Tag missing, tag diameter taken at 1.1, assuming 1997's comments",,,,,,,3,,,,,,9
24,915,92,Bl,4,39.5,41.4,43.5,Y,1.14,49.9,48.9,0.97995992,38.70841683,40.57034068,42.62825651,48.9,53.4,,,,,,,23.7,25.7,25.9,30.9,,,,Live,,,,,,,,,,,,,9
