Plot,TreeID,TreeID_new,Species,Sector ,DBH_u_92,DBH_u_94,DBH_u_97,FOUND_09,Tag_hgt,DBH_Tag_Hgt_09,DBH_BH_09,DBH_Corr_Factor,DBH_c_92_live,DBH_c_94_live,DBH_c_97_live,DBH_09_live,DBH_19_live,DBH_92_dead,DBH_94_dead,DBH_97_dead,DBH_09_dead,DBH_19_dead,,HGT_92,HGT_94,HGT_97,HGT_19,COMMENTS_1992,COMMENTS_1994,COMMENTS_1997,COMMENTS_2009,COMMENTS_2019_May,COMMENTS_2019_Oct,Comments_2020_data,Conk,Blind_Conk,Scar,Fork_Crook,Frost_Crack,Mistletoe,R_Branch,DB_Top,Crown_Class,L_Crown
7,,514,Bl,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,515,Bl,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,516,Bl,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,517,Bl,,,,,,,,,,,,,,11.3,,,,,,,,,,9.5,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,518,Bl,,,,,,,,,,,,,,11.3,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,519,Bl,,,,,,,,,,,,,,11.3,,,,,,,,,,9.4,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,520,Bl,,,,,,,,,,,,,,12.1,,,,,,,,,,11.8,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,521,Bl,,,,,,,,,,,,,,7.8,,,,,,,,,,6.4,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,522,Bl,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,523,Bl,,,,,,,,,,,,,,10.2,,,,,,,,,,9.7,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,524,Bl,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,526,Bl,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,527,Bl,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,528,Bl,,,,,,,,,,,,,,10.5,,,,,,,,,,9.2,,,,,,ADDED OCT 2019,,,,,,,,,,,
7,,529,Bl,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,593,,Sx,1,30.6,31.5,32.2,Y,1.3,33.9,33.9,1,30.6,31.5,32.2,33.9,36,,,,,,,20,19.3,,20.2,natural,,,Live,,,,,,,,,,,,,7
8,594,161,Bl,1,11.4,11.7,12.3,Y,1.3,15.3,15.3,1,11.4,11.7,12.3,15.3,18.3,,,,,,,,,,,,,,Live,,scar in 1,,,,,,,,,,,8
8,595,,Sx,1,29.8,30.2,,?,,,,,29.8,30.2,,,,,,30.2,,,,18.4,19.3,,,LLB,Dead- Beetle,windthrow,"*Possibly found (check pg. 17), Last new tree at the end of this list",Missing,,CANNOT BE CERTAIN THAT #595 (OLD TAG) IS SAME TREE AS NEW INGRESS (2009) ROW #566,1,,1,,,,,,,6
8,597,162,Bl,1,5.6,6,7.2,Y,1.3,11.7,11.7,1,,,,11.7,14.7,,,,,,,,,,,,LAB,,Live,,,,,,,,,,,,,6
8,599,,Bl,1,11.8,13.6,17.5,N,,,,,11.8,13.6,17.5,,,,,,17.5,,,,,,,,Weeping,,Possibly windthrown,,missing,,,,,,,,,,,9
8,271,,Bl,2,10.8,11,11.1,N,,,,,10.8,11,11.1,,,,,,11.1,,,,,,,,,thin crown,Missing,Missing (2009),,,,,,,,,,,,5
8,273,,Sx,2,40.1,41.8,44.5,Y,,,,,40.1,41.8,44.5,,,,,,44.5,,,23.9,23.9,24.6,,,,,Grey dead - windthrown,Dead (2009),,,,,,,,,,,,7
8,274,,Bl,2,13.2,13.2,13.4,Y,1.14,14.3,13.7,0.958041958,12.64615385,12.64615385,12.83776224,13.7,14,,,,,,,,,,,,,thinning crown,Live,,,,,,,,1,,,,,3
8,278,176,Bl,2,8.7,9.1,9.4,Y,1.09,10.7,10.3,0.962616822,8.374766355,8.759813084,9.048598131,10.3,13.7,,,,,,,,,,,,,,Live,,,,,,,4,,,,,,6
8,280,165,Sx,2,16.2,16.8,18.5,Y,1.08,25.2,25,0.992063492,16.07142857,16.66666667,18.3531746,25,31.1,,,,,,,13.5,14.5,15.1,18.6,,,,Live,1,,,,,,,,,,,,5
8,281,,Bl,2,18,18.5,18.9,Y,1.3,19,19,1,18,18.5,18.9,19,,,,,19,,,,,,,,,,Grey dead,Dead standing (2009),,,,,,,,,,3,,3
8,283,164,Bl,2,14.5,14.9,15.5,Y,1.2,18.8,18.3,0.973404255,14.1143617,14.5037234,15.08776596,18.3,21,,,,,,,,,,14,Spike1,,,Live,,,,,,1,,,,,,,6
8,284,174,Bl,2,8,8.7,9.3,Y,1.19,11.5,11.1,0.965217391,7.72173913,8.397391304,8.976521739,11.1,13.1,,,,,,,,,,11.7,,,,Live,,,,,,,,,,,,,7
8,286,168,Bl,2,25.7,26.6,28.1,Y,1.14,31.1,31,0.996784566,25.61736334,26.51446945,28.0096463,31,34,,,,,,,18.1,18.2,18.2,18.9,,,,Live - lots of woodpecker holes,,,,,,,,1,,,,,8
8,486,166,Bl,3,15.9,16.3,17.5,Y,1.2,20.7,20.5,0.990338164,15.74637681,16.14251208,17.33091787,20.5,22.8,,,,,,,,,,15.4,Natural,,,Live - lots of woodpecker holes,,,,,,,,,,,,,6
8,487,167,Bl,3,16.2,17.1,18.7,Y,1.2,23.2,23.1,0.995689655,16.13017241,17.0262931,18.61939655,23.1,26.6,,,,,,,,,,17.3,,LAB,,Live,,,,,,,,,,,,,7
8,489,173,Bl,3,13.4,14.6,18.9,Y,1.2,22.6,22.1,0.977876106,13.10353982,14.27699115,18.48185841,22.1,25.5,,,,,,,10.4,10,,15.5,,,,Live,,,,,,,3,,,,,,6
8,491,,Bl,3,5.5,6.1,7,Y,1.23,9.4,9.3,0.989361702,,,,9.3,9.3,,,,,,,,,,,Spike1,Spike 1,,Live,,,,,,,,,,,,,7
8,492,,Bl,3,5.4,6.8,7.3,Y,1.12,9.3,9.1,0.978494624,,,,9.1,10.7,,,,,,,,,,,Spike1,,,Live,,,,,,,3,,,,,,6
8,495,169,Sx,3,5.1,6.3,7.5,Y,1.12,12.6,12.1,0.96031746,,,,7.9,8.6,,,,,,,3,3.34,,,Bent top,LAB,,Live,,fork in 3,DATA CONFIRMED - CHECKED FIELD SHEETS,,,,3,,,,,,7
8,141,170,Bl,3,7.1,8,8.9,Y,1.09,12.8,12.3,0.9609375,6.82265625,7.6875,8.55234375,12.3,15.6,,,,,,,,,,,,,,Live,,,,,,,2,,,,,,6
8,143,,Bl,3,5.5,6.2,6.9,Y,1.15,10.2,10.1,0.990196078,,,,10.1,12.7,,,,,,,,,,,,,,Live,,,,,,,,,,,,,6
8,144,,Bl,3,4.8,5.1,6.1,Y,1.2,8.7,8.6,0.988505747,,,,8.6,9.8,,,,,,,,,,,Spike2,LAB,,Live,,,,,,,3,,,,,,4
8,145,171,Bl,3,6.5,7.1,8.1,Y,1.3,11.6,11.6,1,,,8.1,11.6,14.8,,,,,,,4.8,5.06,,,,,,Live,,,,,,,2,,,,,,7
8,146,172,Bl,4,6.8,7.4,8.9,Y,1.44,12.1,12.2,1.008264463,,7.461157025,8.973553719,12.2,13.8,,,,,,,5.6,5.44,,,Natural; LS,LAB,,Live,,,,,,,2,,,,,,6
8,147,177,Bl,4,4.2,4.8,5.6,Y,1.3,8.6,8.6,1,,,,8.6,11.2,,,,,,,,,,,Spike1,LAB,,Live,,,,,,,,,,,,,7
8,148,194,Bl,4,8,8.6,10,Y,1.18,12.7,12.5,0.984251969,7.874015748,8.464566929,9.842519685,12.5,13.7,,,,,,,,,,,,,,Live,,,,,,,2,,,,,,6
8,149,193,Bl,4,12.7,13.3,14.6,Y,1.3,17.3,17.3,1,12.7,13.3,14.6,17.3,18.4,,,,,,,,,,,LAB,,,Live,,,,,,,,,,,,,6
8,151,191,Bl,4,14,14.5,15.4,Y,1.3,18,18,1,14,14.5,15.4,18,19.3,,,,,,,,,,,LAB,LAB,,Live,,,,,,,,,,,,,5
8,152,190,Bl,4,6.3,6.7,7.2,Y,1.04,8.9,8.9,1,,,,8.9,9.8,,,,,,,,,,,,,,Live,,,,,,,2,,,,,,6
8,154,189,Sx,4,11,12.1,13.5,Y,1.21,17.5,17.2,0.982857143,10.81142857,11.89257143,13.26857143,17.2,21.2,,,,,,,6.2,6.4,,,,,,Live,,,,,,,,,,,,,6
8,155,192,Bl,4,10.9,11.6,12.8,Y,1.3,16.3,16.3,1,10.9,11.6,12.8,16.3,19,,,,,,,,,,,Spike1,,,Live,,,,,,,3,,,,,,7
8,157,188,Bl,4,15.2,16.5,17.7,Y,1.3,21.7,21.7,1,15.2,16.5,17.7,21.7,23.9,,,,,,,,,,,LAB,,,Live,,,,,,1,,,,,,,5
8,158,187,Sx,4,6.9,7.2,8.3,Y,1.18,10.7,10.5,0.981308411,,,8.144859813,10.5,13.5,,,,,,,6.1,6.1,,,,,,Live,broken,,,,,1,,,,,,,6
8,159,159,Sx,4,6.7,7,7.8,Y,1.3,9.7,9.7,1,,,7.8,9.7,11.5,,,,,,,,,,,,,,Live,,,,,,,2,,,,,,8
8,160,185,Bl,4,6.7,7,7.7,Y,1.09,10.4,10.3,0.990384615,,,7.625961538,10.3,12.6,,,,,,,,,,,,,,Live,,,,,,,,,,,,,5
8,163,186,Bl,4,11.1,12,13.1,Y,1.06,18.2,18,0.989010989,10.97802198,11.86813187,12.95604396,18,20.2,,,,,,,,,,14.4,Spike4,Spike,,Live,,,,,,,,,,,,,0
8,165,195,Bl,4,7.3,7.4,7.5,Y,1.2,9.6,9.6,1,,,7.5,9.6,10.9,,,,,,,,,,7.3,LS,,,Live,,,,,,,,,,,,,5
8,167,198,Bl,4,8,8.6,8,Y,1.12,13.1,12.9,0.984732824,7.877862595,8.46870229,7.877862595,12.9,15.5,,,,,,,6.3,6.23,,12.4,LAB,LAB,,Live,,,,,,,,,,,,,5
8,168,196,Bl,4,9.6,9.8,11.4,Y,1.18,15.4,15.2,0.987012987,9.475324675,9.672727273,11.25194805,15.2,18.3,,,,,,,,,,13.1,,,,Live,,,,,,,,,,,,,7
8,169,197,Bl,4,5.5,5.6,6.3,Y,1.04,8.1,7.6,0.938271605,,,,7.6,8.2,,,,,,,,,,,LAB,LAB,,Live - slight lean,,,,,,,,,,,,,5
8,60,,Bl,2,,,4.6,Y,1.22,6.3,6.3,1,,,,,7.5,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
8,New,,Bl,3,,,,,,,7.7,,,,,7.7,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
8,New,,Bl,3,,,,,,,8.4,,,,,8.4,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
8,New,,Sx,2,,,,,,,7.5,,,,,7.5,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
8,New,,Sx,1,,,,,,,28.9,,,,,28.9,,,,,,,,,,,,,,,Could possibly be tree # 595,,,"POSSIBLE, BUT CANNOT BE CERTAIN THAT THIS IS #595 (OLD TAG)",,,,,,,,,,
8,,163,Sx,,,,,,,,,,,,,,39.5,,,,,,,,,,17.6,,,,,ADDED 2019,,,,,,,,,,,,
8,,614,Bl,,,,,,,,,,,,,,11.8,,,,,,,,,,7.6,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,615,Sx,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,616,Sx,,,,,,,,,,,,,,14.5,,,,,,,,,,8.8,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,617,Sx,,,,,,,,,,,,,,11.7,,,,,,,,,,7.8,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,618,Bl,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,619,Bl,,,,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,620,Bl,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,621,Bl,,,,,,,,,,,,,,11.5,,,,,,,,,,6.6,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,622,Bl,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,623,Bl,,,,,,,,,,,,,,12.1,,,,,,,,,,8.7,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,624,Bl,,,,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,625,Sx,,,,,,,,,,,,,,8.6,,,,,,,,,,8.2,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,626,Bl,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,627,Bl,,,,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,628,Bl,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
8,,629,Sx,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
9,381,129,Sx,1,19.9,21.3,23.4,Y,1.3,29.5,29.5,1,19.9,21.3,23.4,29.5,34,,,,,,,,,,24.8,natural;spike2,Spike 2,,Live,,,,,,,,,,,,,8
9,383,130,Bl,1,13.5,14,14.8,Y,1.15,16.8,16.9,1.005952381,13.58035714,14.08333333,14.88809524,16.9,17.9,,,,,,,,,,,,,,Live,,,,,,,,,,,,,5
9,384,131,Bl,1,15.1,16.3,17.8,Y,0.79,22.2,21.3,0.959459459,14.48783784,15.63918919,17.07837838,21.3,23.2,,,,,,,,,,16.7,,,,Live,,,,,,,,,,,,,5
9,386,,Bl,1,7.8,7.9,8.1,Y,,,,,7.8,7.9,8.1,,,,,,8.1,,,,,,,,,,Dead,Dead (2009),,,,,,2,,,,,,3
9,387,132,Bl,1,21.2,21.8,22.6,Y,1.05,24.3,23.9,0.983539095,20.85102881,21.44115226,22.22798354,23.9,25,,,,,,,,,,17.3,,,,Live,almost dead,,,,,,,,,,,,6
9,390,,Bl,1,4.9,5.4,5.9,Y,1.17,6.7,6.6,0.985074627,,,,,7.5,,,,,,,,,,7,,,,Live,,,,,,,,,,,,,6
9,392,,Sx,1,34.3,34.3,35.1,Y,1.22,34.5,34,0.985507246,33.80289855,33.80289855,34.59130435,34,,,,,,34,,20.3,22.5,,,,,poor top,Dying - poor top,dead,,,,,,3,,,,,,6
9,394,134,Sx,1,34.4,36.5,37.5,Y,1.01,40.9,39.5,0.965770171,33.22249389,35.25061125,36.21638142,39.5,42.2,,,,,,,,,,26.7,,,,Live,,,,,,,,,,,,,7
9,395,,Bl,1,10.5,10.7,10.8,Y,1.22,11.2,11.8,1.053571429,11.0625,11.27321429,11.37857143,11.8,12,,,,,,,,,,11.5,,,,Live,,,,,,,,,,,,,6
9,396,133,Bl,1,14.4,14.9,15.7,Y,0.96,18.4,18.3,0.994565217,14.32173913,14.81902174,15.61467391,18.3,19.8,,,,,,,,,,,spike1,,,Live,,,,,,,,,,,,,7
9,397,,Bl,1,7.2,7.3,7.5,Y,0.74,8.6,7.4,0.860465116,,,,,7.9,,,,,,,,,,5.5,,,,Live,,,,,,,,,,,,,5
9,399,,Sx,1,13.8,15.2,17.5,Y,0.5,25.2,20.7,0.821428571,11.33571429,12.48571429,14.375,20.7,,,,,,,,,,,,,LAB,Dbh at 0.5m,Live,"now found, likely new tree",,,,,,,,,,,,5
9,935,136,Bl,1,22.8,24.2,25.4,Y,0.94,29.5,29.3,0.993220339,22.64542373,24.0359322,25.22779661,29.3,32.8,,,,,,,,,,23.5,,LAB,,Live,,,,,,,,,,,,,6
9,388,,Bl,1,12,12.5,13,Y,1.13,14.2,14,0.985915493,11.83098592,12.32394366,12.81690141,14,,,,,,14,,,,,,,,,Live,dead down,standing dead,,,,,,,,,,,8
9,936,139,Sx,2,50.4,51.3,52.3,Y,1.02,58.3,55.2,0.946826758,47.72006861,48.57221269,49.51903945,55.2,56,,,,,,,30.6,29.9,30.9,29.6,natural,,DBh at 1.0m,Live,,,,,,,,,,,,,8
9,937,140,Bl,2,10.9,11.4,12.2,Y,1.2,14.8,14.8,1,10.9,11.4,12.2,14.8,16.4,,,,,,,,,,,,,,Live,,,,,,,3,,,,,,6
9,938,141,Bl,2,8.6,9.4,10.3,Y,0.95,14.5,14.3,0.986206897,8.48137931,9.270344828,10.15793103,14.3,18.8,,,,,,,6.7,7.5,8.3,15,,,,Live,,,,,,,,,,,,,9
9,939,142,Sx,2,4.3,4.9,5.5,Y,1.2,8.3,7.9,0.951807229,,,,7.9,10.5,,,,,,,,,,6.9,,,,Live,,,,,,,,,,,,,9
9,940,143,Bl,2,35.9,36.8,37.7,Y,1.3,39.8,39.8,1,35.9,36.8,37.7,39.8,41,,,,,,,21,21.1,21.2,22.9,,,,Live,,,,,,,,,,,,,8
9,941,,Bl,2,8,8.2,9,Y,1.07,10.1,9.8,0.97029703,7.762376238,7.956435644,8.732673267,9.8,10.4,,,,,,,,,,9.2,,,,Live,,,,,,,,,,,,,8
9,942,144,Sx,2,16.2,18.5,21.3,Y,1.05,32.3,30.4,0.941176471,15.24705882,17.41176471,20.04705882,30.4,37.2,,,,,,,,,,22.6,,Girdled at base,scar at base,Live,,,,,,1,,,,,,,9
9,943,137,Sx,2,4.2,4.8,5.7,Y,0.84,9.9,10.3,1.04040404,4.36969697,4.993939394,5.93030303,10.3,13.2,,,,,,,,,,,LS;AB; Spike2,,"scar, crook",Live with scar at DBH,,,,,,2,3,,,,3,,8
9,944,138,Sx,2,12.1,12.6,14.9,Y,1.3,21.5,21.5,1,12.1,12.6,14.9,21.5,25.6,,,,,,,9.2,10.7,12.6,18.6,LB,,,Live,,,,,,,2,,,,,,8
9,794,,Sx,3,4.1,4.8,5.7,Y,1.3,6.9,6.9,1,,,,,7.5,,,,,,,,,,,natural,,,Live,,,,,,,3,,,,,,9
9,796,146,Bl,3,13.5,14.7,16.2,Y,1.16,21,20.5,0.976190476,13.17857143,14.35,15.81428571,20.5,23.3,,,,,,,,,,20.4,LS,,,Live,,,,,,1,,,,,,,8
9,797,,Bl,3,9.8,10.1,10.5,Y,0.95,11.8,11.5,0.974576271,9.550847458,9.843220339,10.23305085,11.5,12,,,,,,,8.7,9.6,10,9.5,,,,Live,,broken top,,,,,,,,,,,7
9,798,,Bl,3,15.6,16.1,16.9,Y,0.95,19.1,18.9,0.989528796,15.43664921,15.93141361,16.72303665,18.9,19.8,,,,,,,,,,,,LAB,,Live,,broken top,,,,,,,,,,,8
9,799,145,Sx,3,17.1,18.3,19.8,Y,1,24.6,24.1,0.979674797,16.75243902,17.92804878,19.39756098,24.1,28.5,,,,,,,,,,21.5,,,,Live,,,,,,,,,,,,,8
9,800,147,Bl,3,15.2,16.2,18.1,Y,1.14,23,22.8,0.991304348,15.06782609,16.05913043,17.9426087,22.8,26,,,,,,,,,,19.9,,,,Live,,,,,,,,,,,,,7
9,502,148,Bl,3,20,21.8,23.8,Y,1.3,29.6,29.6,1,20,21.8,23.8,29.6,33.5,,,,,,,,,,18.6,Spike1,,,Live,,,,,,,,,,,,,8
9,503,149,Sx,3,9.7,11.7,14.1,Y,1.2,22,20.7,0.940909091,9.126818182,11.00863636,13.26681818,20.7,26,,,,,,,,,,13.6,,,,Live - missing leader,,,,,,,2,,,,3,,9
9,504,150,Bl,3,16.7,17.5,18.7,Y,1.3,20.6,20.6,1,16.7,17.5,18.7,20.6,22.1,,,,,,,,,,17,,,,Live,,,,,,,,,,,,,9
9,505,,Bl,3,8.5,8.9,9.7,Y,1.4,11,11.3,1.027272727,8.731818182,9.142727273,9.964545455,11.3,,,,,,11.3,,,,,,,Spike1,,Live,dead/down,,,,,,,,,,,,9
9,506,152,Sx,3,15.9,18.1,20.7,Y,1.3,29,29,1,15.9,18.1,20.7,29,34.8,,,,,,,9.9,11.2,12.4,21.4,,,,Live,not found likely new tree,new tree #152??,MERGED WITH NEW TREE #152 - CONFIDENT THAT TREE GREW OVER OLD TAG,,,,,1,,,,,9
9,507,,Bl,4,11,11.7,12.5,Y,,,,,11,11.7,12.5,,,,,,12.5,,,,,,,Natural,,,Downed fallen - still green,Down but green (2009),,,,,,3,,,,,,8
9,509,,Sx,4,32.1,32.6,33,Y,1.23,34.4,34.3,0.997093023,32.00668605,32.50523256,32.90406977,34.3,,,,,,34.3,,,,,,,,,Live,IBS- dead for a while,,,,,,,,,,,,6
9,511,,Bl,4,12.3,12.8,13.5,Y,1.36,15.2,15.6,1.026315789,12.62368421,13.13684211,13.85526316,15.6,16.9,,,,,,,,,,,,,,Live,,broken top,,,,,,,,,,,8
9,512,,Bl,4,12,12.8,13.6,Y,1.17,15.9,15.8,0.993710692,11.9245283,12.71949686,13.51446541,15.8,16.4,,,,,,,,,,,,,,Live,"dying, broken top",,,,,,,,,,,,8
9,513,151,Bl,4,10.5,11.3,11.9,Y,1.3,14,14,1,10.5,11.3,11.9,14,15.2,,,,,,,,,,13.6,,,,Live,,,,,,,,,,,,,7
9,515,155,Sx,4,12.2,13.3,14.5,Y,0.96,18.3,17.8,0.972677596,11.86666667,12.93661202,14.10382514,17.8,21,,,,,,,9.5,10,11.3,18.2,Spike2,,,Live,,,,,,,2,,,,,,8
9,516,154,Sx,4,8.3,9.2,10.1,Y,1.44,12.5,12.6,1.008,8.3664,9.2736,10.1808,12.6,14.9,,,,,,,6.6,6.98,8.5,14.8,,,,Live,,,,,,,,,,,,,9
9,517,156,Sx,4,11.6,12.6,13.6,Y,1.45,17,17.2,1.011764706,11.73647059,12.74823529,13.76,17.2,19.9,,,,,,,,,,17,,,,Live,,,,,,,,,,,3,,8
9,518,,Bl,4,10,10.8,11.3,Y,1.48,12.7,12.7,1,10,10.8,11.3,12.7,,,,,,12.7,,,,,,,,,Live,dead/down,,,,,,,,,,,,8
9,519,,Bl,4,8.5,8.6,8.9,Y,1.3,9.1,9.1,1,8.5,8.6,8.9,9.1,,,,,,9.1,,,,,,,,,Red dead,dead,,,,,,2,,,,,,7
9,520,157,Sx,4,22.4,23.5,25,Y,1.3,29.1,29.1,1,22.4,23.5,25,29.1,31.6,,,,,,,,,19.6,,,,,Live,,,,,,,,,,,,,9
9,521,,Bl,4,7.1,7.6,7.8,Y,1.3,9.4,9.4,1,,7.6,7.8,9.4,9.6,,,,,9.6,,,,,,,,,Live,"dead, top off",,,,,,,,,,,,6
9,522,,Bl,4,6.9,6.9,7.2,Y,1.3,7.8,7.8,1,,,,7.8,,,,,,7.8,,,,,,,,,Live,heavy lean,dead,,,,,,,,,,,7
9,523,158,Bl,4,10.8,11.3,12.1,Y,1.2,15.5,15.5,1,10.8,11.3,12.1,15.5,17.7,,,,,,,,,,,,,,Live,broken top,,,,,,2,,,,,,8
9,524,,Bl,4,12.7,13.1,13.9,Y,1.14,14.9,14.8,0.993288591,12.6147651,13.01208054,13.80671141,14.8,,,,,,14.8,,,,,,Spike2,,,Live,dead/down,,,,,,,,,,,,7
9,525,153,Bl,4,22.6,23.5,24.8,Y,1.22,28.7,28.4,0.989547038,22.36376307,23.2543554,24.54076655,28.4,30.2,,,,,,,,,19.3,,Sweep,,,Live,,,,,,1,,,,,,,7
9,526,160,Bl,4,16.5,17.6,18.7,Y,1.03,22.3,21.8,0.977578475,16.13004484,17.20538117,18.28071749,21.8,24.4,,,,,,,,,19.5,,,,,Live,,,,,,,,,,,,,7
9,529,159,Bl,4,12.1,13.4,14.7,Y,1.2,19.3,19.1,0.989637306,11.9746114,13.2611399,14.54766839,19.1,22.5,,,,,,,,,17,,,,,Live,,,,,,,,,,,,,9
9,55,,Bl,2,,,4.1,Y,1.4,8.2,8.4,1.024390244,,,,8.4,,,,,,8.4,,,,,,,,,Live,dead/down,,,,,,,,,,,,
9,58,,Bl,4,,,5.2,Y,1.3,7.6,7.6,1,,,,7.6,,,,,,,,,,,,,,,Live,,,,,,,,,,,,,
9,New,,Bl,2,,,,,,,9.1,,,,,9.1,,,,,,,,,,,,,,,New ingress - live,,,,,,,,,,,,,
9,,135,Sx,,,,,,,,,,,,,,25,,,,,,,,,,19.6,,,,,ADDED 2019,,,,,,,,,,,,
9,,175,Sx,,,,,,,,,,,,,,13.8,,,,,,,,,,10.2,,,,,ADDED 2019,,,,,,,,,,,,
9,,728,Bl,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,729,Bl,,,,,,,,,,,,,,8,,,,,,,,,,5.3,,,,,,ADDED OCT 2019,,,,,,,,,,,
9,,730,Bl,,,,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
9,,731,Sx,,,,,,,,,,,,,,10.3,,,,,,,,,,,,,,,,ADDED OCT 2019,,,,,,,,,,,
10,631,,Bl,1,6.5,5.9,6,Y,1.15,7.1,6.7,0.943661972,,,,,7.7,,,,,,,,,,6.1,Natural; AB; Snowpress,,"small leader, Dbh at 1.1m",Live,,,,,,,,,,,,4,7
10,945,406,Bl,1,10.2,11.1,12.1,Y,1.3,15,15,1,10.2,11.1,12.1,15,17.7,,,,,,,8.5,9.2,9.7,8.4,,,,LIve,,,,,,,,,,,,3,9
10,946,,Bl,1,6.1,6.8,6.9,Y,1.3,8.7,8.7,1,,,,8.7,11.1,,,,,,,,,,,,,wet soils,Live,,,,,,,,,,,,4,6
10,947,,Bl,1,21.3,21.8,22.5,Y,1.2,24.2,24,0.991735537,21.12396694,21.61983471,22.31404959,24,25,,,,,,,,,,21.2,,,red top,Live,,,,,,,,,,,,2,7
10,948,,Bl,1,11.8,12.2,12.5,Y,1.12,13.5,13.2,0.977777778,11.53777778,11.92888889,12.22222222,13.2,15.8,,,,,,,,,,,,,Dbh at 1.1m,Live,,,,,,,,,,,,3,9
10,950,394,Sx,1,40.3,40.4,41.4,Y,1.25,44.1,43.6,0.988662132,39.8430839,39.94195011,40.93061224,43.6,44.8,,,,,,,28.6,28.5,28.5,30.3,,,,Live,,green attack IBS,,,,,2,,,,,2,6
10,951,,Bl,1,12.2,12.5,12.8,Y,1.14,13.9,13.7,0.985611511,12.02446043,12.32014388,12.61582734,13.7,14.2,,,,,,,,,,,,,,Live,,,,,,,,,,,,3,8
10,952,395,Bl,1,21.4,21.9,22.4,Y,1.3,25,25,1,21.4,21.9,22.4,25,27,,,,,,,,,,24,,"Marked with ""S""; Looks like 956, which is marked to cut; bent top- not sample; not recorded; DBH=21.5; ht=19.7) )","top not bent, looks good",Live,,,NO DATA AVAILABLE FOR 1992/1994 (SG). DBH value for periods estimated from later measurement values. (MJ),,,,,,,,,2,7
10,953,,Bl,1,9.6,9.9,10.2,Y,1.24,11.1,11.2,1.009009009,9.686486486,9.989189189,10.29189189,11.2,11.8,,,,,,,,,,13.4,,,,Live,,,,,,,,,,,,4,5
10,954,,Bl,1,9.8,9.8,10.1,Y,1.21,10.5,10.6,1.00952381,9.893333333,9.893333333,10.19619048,10.6,11,,,,,,,,,,9.7,,,,Live,,,,,,,3,,,,,4,5
